,nombre,company,cargo,más info,speaker_bio,url_linkedin,url_TW
0,Aaron Cogolludo,Personio,Country Manager Spain,https://www.des-madrid.com/agenda-2021-speakers/aaron-cogolludo/,Aarón Cogolludo is leading Personio’s business growth in Spain as Country Manager. His team’s mission is to enable better organisations among the Spanish SMB’s ecosystem. ,https://www.linkedin.com/in/aaroncogolludo,TW no disponible
1,Adolfo Ramírez Morales,Dinámicas de Transformación,CEO,https://www.des-madrid.com/agenda-2021-speakers/adolfo-ramirez-morales/,Asesor en transformación digital y autor de “Digitalízate o desaparece” (9ª edición).,no disponible,no disponible
2,Adrián Bertol,Esri Spain,Account Executive,https://www.des-madrid.com/agenda-2021-speakers/adrian-bertol/,"My purpose is to guide companies in the process of achieving their goals by obtaining value from data and AI. I work as Account Manager at Esri Spain, specialized in geospatial analytics. I am also founder of Youth AI-Network, an initiative to train and help beginners in data and AI.",https://www.linkedin.com/in/adrianbertol/,TW no disponible
3,Agustín Moro,Telefónica,Director Global Partnerships,https://www.des-madrid.com/agenda-2021-speakers/agustin-moro/,"Agustín is Global Head of Partnerships at Telefónica Open Innovation, which comprises acceleration, business dev. and investment programs in 9 countries. Before, he launched 13 hubs of Wayra throughout Europe and Latin America and worked as counsel for Securities Markets, advising in mergers, acquisitions and Public and Private Offerings.He is an enthusiast of entrepreneurship and advisor to startups and entrepreneurial projects. He is a teacher at different universities and business schools.",https://www.linkedin.com/in/agust%C3%ADn-moro-085b0b10/,https://twitter.com/@gusmoro
4,Agustín Pérez Buendía,Sibbo Ventures,CEO & Founder,https://www.des-madrid.com/agenda-2021-speakers/agustin-perez-buendia/,"Agustin Perez, CEO and Founder of Sibbo, combines the expertise in Digital environment with the business and analytical skills gained as Consultant. He is got a deep knowledge of the spanish programmatic ecosystem with special focus on privacy (with Sibbo CMP) and monetisation due to different header bidding integrations & consultancy projects for tv channels & newspapers.",https://www.linkedin.com/in/agustinperezbuendia/,https://twitter.com/@sibbo_ventures
5,Agustin Pozo Zamora,Nokia,Digital Transformation Global Lead,https://www.des-madrid.com/agenda-2021-speakers/agustin-pozo-zamora/,An exited millennial mindset in a forty-all years old body.,https://www.linkedin.com/in/agustinpozo/,https://twitter.com/@AgustinPozo1970
6,Aída Hernández Pulido,IE Business School,Visiting professor,https://www.des-madrid.com/agenda-2021-speakers/aida-hernandez-pulido/,"Veterana del marketing mix, con amplia experiencia académica y en agencia.",https://www.linkedin.com/in/aidahernandez/,TW no disponible
7,Alberto García,Dentsu,Data & Tech Lead,https://www.des-madrid.com/agenda-2021-speakers/alberto-garcia/,"I´m passionate about technology & innovation and I consider myself an entrepreneur working in a multinational always looking for creating new products and innovative ways to explode technology. I’ve worked with some of the most challenging clients as Coca-Cola, El Corte Ingles, Diageo, Cabify, Decathlon, Samsung or Adidas to develop disruptive awarded projects around activating technology not just in the digital world but in the physical to deliver unique connected experiences.",no disponible,no disponible
8,Alberto García-Lluis Valencia,Freelance,Asesor independiente de Estrategia de Negocios,https://www.des-madrid.com/agenda-2021-speakers/alberto-garcia-lluis-valencia/,,no disponible,no disponible
9,Alberto Iglesias Fraga,EL ESPAÑOL,Subdirector de Disruptores e Innovadores (D+I),https://www.des-madrid.com/agenda-2021-speakers/alberto-iglesias-fraga/,"Alberto Iglesias Fraga es periodista y subdirector del suplemento Disruptores e Innovadores (D+I) publicado en EL ESPAÑOL. Durante más de una década, lleva siguiendo las últimas innovaciones en transformación digital tanto en prensa especializada (Computerworld, CIO, TICbeat…), económica (Business Insider) como generalista (El Mundo, La Razón).",https://www.linkedin.com/in/albertoiglesiasfraga,https://twitter.com/@aiglesiasfraga
10,Alberto Planas,DES | Digital Enterprise Show y NEBEXT,Director General,https://www.des-madrid.com/agenda-2021-speakers/alberto-planas/,,no disponible,no disponible
11,Albin Larsson,Visual Art,Country Manager Spain,https://www.des-madrid.com/agenda-2021-speakers/albin-larsson/,"With more than 10 years of international business development, Albin is now leading Visual Art growth in Spain. Through tech innovation and business driven digital communication we successfully contribute to achieve our customers business goals.",https://www.linkedin.com/in/albin-o-larsson-1536a890/,TW no disponible
12,Aldo Solanas,Holded,Sales Innovation Specialist,https://www.des-madrid.com/agenda-2021-speakers/aldo-solanas/,ERP number one for pymes in Spain.,no disponible,no disponible
13,Alejandro Banegas,Mastercard,Director de Desarrollo de Negocio,https://www.des-madrid.com/agenda-2021-speakers/alejandro-banegas/,,https://www.linkedin.com/in/abanegas/,https://twitter.com/@abanegas79
14,Alex Karnatowski,Convertix,Founder & CEO,https://www.des-madrid.com/agenda-2021-speakers/alex-karnatowski/,"International Digital Growth Consultant, Public Speaker and Entrepreneur by nature. Co-Founder and Managing Partner of two digital consulting agencies specialised in SEO & SEM. Investor in Fideltour, CRM for Hotels, and several Software Projects.",https://www.linkedin.com/in/karnatowski/,TW no disponible
15,Alfonso Carcasona,Camerfirma,CEO,https://www.des-madrid.com/agenda-2021-speakers/alfonso-carcasona/,"En la actualidad es CEO de AC Camerfirma, SA, sociedad líder en España en prestación de servicios cualificados de confianza digital, participada por la multinacional italiana Infocert y por las Cámaras de Comercio españolas, y presidió hasta 2012 la Asociación de Cámaras Europeas de Firma Digital, Chambersign ASBL.",https://www.linkedin.com/in/alfonso-carcasona-7337832/,TW no disponible
16,Alfonso Muñoz,El Español,Redactor jefe de D+I,https://www.des-madrid.com/agenda-2021-speakers/alfonso-munoz/,,no disponible,no disponible
17,Alicia Asín,Libelium,CEO,https://www.des-madrid.com/agenda-2021-speakers/alicia-asin/,"Co-founder and CEO of Libelium. King Jaime I Award 2017 and Women Innovators Awards 2018. Top 100 most creative people in business, according to Forbes. Not since the information and telecommunications era began in the 1970s have we known anything like the Internet of Things (IoT). Alicia Asín co-founded Libelium in 2006, a company that designs and manufactures IoT technology to improve the quality of life of citizens.",https://www.linkedin.com/in/aliciaasin/detail/photo/,https://twitter.com/@aliciaasin
18,Alvaro Bernad,MIDE,CEO,https://www.des-madrid.com/agenda-2021-speakers/alvaro-bernad/,"Convencido del potencial de la Innovación Abierta y Colaborativa a través de ecosistemas que representen a todos los agentes. Apasionado de la transformación, empezando por supuesto por la cultural.",https://www.linkedin.com/in/alvarobernad/,https://twitter.com/@abernad
19,Amory Kelie,Coach,Sr. Director Digital Marketing Planning & Performance,https://www.des-madrid.com/agenda-2021-speakers/amory-kelie/,"Passionate leader with 14 years of digital performance marketing experience in Travel, Retail, Sporting Goods, Digital Media and Recruitment at organizations including TUI and adidas. ",https://www.linkedin.com/in/amorykelie/,TW no disponible
20,Ana Benavent Peiro,Valoriza Medioambiente,R&D&i Director,https://www.des-madrid.com/agenda-2021-speakers/ana-benavent-peiro/,"Ana is currently the R&D&i Director in Valoriza Medioambiente, a Environmental Services company from Sacyr Group, specialized in waste management, waste collection, and circular economy. MsEng in Civil Engineering, MBA, Master in Supply Chain Management and Specialization in AI and Big Data. Ana is in charge of the R&D&i strategy for Valoriza Medioambiente and currently focusing in digitalization and the implementation of state of the art technologies to improve business performance.",https://www.linkedin.com/in/ana-benavent-peiro/?originalSubdomain=es,TW no disponible
21,Ana Climente,BBVA,Head of Open Banking Spain ,https://www.des-madrid.com/agenda-2021-speakers/ana-climente/,"Ana Climente is Head of Open Banking at BBVA Spain with extensive experience in digital transformation and building new business models. She collaborates with the fintech and innovation ecosystems to connect and inspire BBVA with the best solutions. Digital solutions development, Agile practitioner, Ecosystem builder and Disruptive Transformation promoter in the financial industry are part of her main areas of expertise.",https://www.linkedin.com/in/ana-climente-32b7a0/,TW no disponible
22,Ana García-Huerta,sin cargo,Head of Open Banking Spain ,https://www.des-madrid.com/agenda-2021-speakers/ana-garcia-huerta/,"Independent communication and content advisor to large companies from the industry -BBVA Innovación, Oracle, Samsung or Salesforce-. After a period as a consultant at the United Nations, I help organizations to articulate their speech of commitment to the Sustainable Development Goals of the 2030 Agenda through tailored expert content. I believe, as SDG 9 points out, in innovation and digitization as agents of sustainability and prosperity and I am passionate about helping to tell it.",https://www.linkedin.com/in/ana-garc%C3%ADa-huerta-b8815813/?locale=en_US,https://twitter.com/@osabipolar
23,Anders Alneng,Ekkono Solutions AB,Founder and VP Sales,https://www.des-madrid.com/agenda-2021-speakers/anders-alneng/,Experienced sales leader building sales organisations to serve tier one customers in EMEA. Expert in complex tech sales combined with business development. Developing multimillion dollar deals in an international environment. Taking a startup sales organisation to the next level.,no disponible,no disponible
24,Andrea García Torrijos,Hoop Carpool,Co-fundadora y Directora de Desarrollo de Negocio,https://www.des-madrid.com/agenda-2021-speakers/andrea-garcia-torrijos/,,https://www.linkedin.com/in/andreagarciatorrijos/,TW no disponible
25,Andrea Santiago,Dataiku,Customer Success Manager,https://www.des-madrid.com/agenda-2021-speakers/andrea-santiago/,"With a Master’s degree in Computing Applied to Business Management and IT applied methods from Nanterre University, Andrea Santiago forged his expertise as a Data Consultant in DataViz and Big Data before joining Dataiku as Customer Success Manager.",https://www.linkedin.com/in/andreasantiago/,TW no disponible
26,Andrés Camacho Donezar,Ferrovial,Director of the Mobility Unit,https://www.des-madrid.com/agenda-2021-speakers/andres-camacho-donezar/,Andres Camacho Donezar is the Director of the Mobility Unit at Ferrovial. He started his career in investment banking in Goldman Sachs and then moved to ACS to work in their M&A department. In 2008 he joined Ferrovial Services and was head of Strategy until he was promoted to his current position in 2019. Andres obtained in 1999 a BBA from Deusto University with a specialization in Finance from the ESCP. He also holds a MSc in Local Economic Development by the LSE.,no disponible,no disponible
27,Andrés Ortega Martinez,Experian,Head of HR Iberia,https://www.des-madrid.com/agenda-2021-speakers/andres-ortega-martinez/,I believe on Present of work as a way to create the Future of Work…,www.linkedin.com/in/andresortegamartinez,https://twitter.com/@AndresOrtega
28,Angel Colao,Air Liquide Healthcare,New Services Manager - Europe Hospital Cluster,https://www.des-madrid.com/agenda-2021-speakers/angel-colao/,"Digital Transformation specialist, passionate about new technologies applied to healthcare organizations, building bridges between users, business and technologyExpert in Health IT, Big Data, IoT and Machine Learning, with huge experience in deploying successful strategies and solutions for public and private healthcare organizations.",https://www.linkedin.com/in/angelcolao/?locale=en_US,TW no disponible
29,Ángel Galán Carqués,Kabel Sistemas de Información,Data and AI Director,https://www.des-madrid.com/agenda-2021-speakers/angel-galan-carques/,"Director of Data & AI at Kabel, Director of Communication at AI-Network and professor of Big Data and New Technologies. Over 15 years of experience in data, advanced analytics and AI. He combines his daily activity with teaching, as professor of Big Data and Advance Analytics in Universities and Business Schools. Collaborator and speaker at conferences and events, he is passionate about new technologies and their application in the transformation of companies.",https://www.linkedin.com/in/angelgalancarques/,https://twitter.com/@agalancarques
30,Ángel Pablo Avilés,Smart Human Capital,Chief Security & Strategy Officer,https://www.des-madrid.com/agenda-2021-speakers/angel-pablo-aviles/,"Guardia Civil, en Excedencia, con más de 30 años de experiencia en el ámbito de la seguridad global tanto a nivel nacional como internacional, sus últimos 11 años de actividad en labores de especialista en investigación tecnológica.",https://www.linkedin.com/in/angelpabloaviles/,TW no disponible
31,Ângela Lin,"Tmall Global Spain &amp; Portugal, Alibaba Group",Head of Business Development,https://www.des-madrid.com/agenda-2021-speakers/angela-lin/,"Ângela joined Alibaba Group in 2018, based at the company’s headquarters in Madrid. She is responsible to support Spanish and Portuguese brands to internationalize their business, connecting them to the millions of Chinese consumers of Alibaba’s B2C marketplace, Tmall. Ângela has more than 7 years of experience in the commercial area and international project management. She was born in Madrid, grew up in Lisbon, where she graduated in Business from the NOVA School of Business and Economics.",https://www.linkedin.com/in/angela-lin-80b83559/,TW no disponible
32,Ania Novoa,Carat, Marketing & Business Growth Lead,https://www.des-madrid.com/agenda-2021-speakers/ania-novoa/,,no disponible,no disponible
33,Antonio Arizón,Carat,Managing Director,https://www.des-madrid.com/agenda-2021-speakers/antonio-arizon/,,https://www.linkedin.com/in/antonio-arizon-mu%C3%B1oz-56621718/,TW no disponible
34,Antonio Carballido Gimeno,Banco Santander,Head of Digital Sales & Optimization Europe ,https://www.des-madrid.com/agenda-2021-speakers/antonio-carballido-gimeno/,"Antonio Carballido established and is leading the Global unit of Digital Sales Optimization in Santander Bank during the last two years, working in all financials products family, with a common established methodology trying to create the best sales experiences.",https://www.linkedin.com/in/antonio-carballido-b681356/,TW no disponible
35,Antonio González,Impact Hub Madrid,CEO,https://www.des-madrid.com/agenda-2021-speakers/antonio-gonzalez/,"Con una larga trayectoria vinculada a proyectos de innovación y transformación organizacional y social en diversos sectores (banca, telecomunicaciones, internet, salud…) en el ámbito corporativo, tercer sector y emprendimiento. Licenciado en Psicología, le apasiona el cambio y la innovación, las personas y la tecnología, conectar y apoyar a personas y proyectos con valores y vocación de impacto que contribuyan a un futuro mejor en este momento de cambio sistémico que vivimos.",https://www.linkedin.com/in/antonioglez/,https://twitter.com/@impacthubmad
36,Antonio López de Ávila Muñoz,Tourism Data Driven Solutions (TDDS),Co-fundador & CEO,https://www.des-madrid.com/agenda-2021-speakers/antonio-lopez-de-avila-munoz/,"President & CEO of TDDS, who helps Public and Private agents to move forward with the necessary digitization process to achieve their Competitiveness and Sustainability goals. Pioneer in the design and implementation of the “Smart Tourist Destinations” project in Spain, as the first destination worldwide in which it is effectively implemented with double recognition by the World Tourism Organization and the World Travel & Tourism Council.",https://www.linkedin.com/in/alopezdeavila/?originalSubdomain=es,https://twitter.com/@alopezdeavila
37,Antonio Magraner,CEAJE,VP,https://www.des-madrid.com/agenda-2021-speakers/antonio-magraner/,"Licenciado en derecho por la Universidad San Pablo CEU de Madrid y posgrado en mercados financieros y estudios bursátiles.CEO de diversas empresas del sector de las comunicaciones, construcciones y medioambiental.• Latino Impact Summit celebrado en la sede de Naciones Unidas de Nueva York",no disponible,no disponible
38,Antonio Mas,Good Rebels,Socio Director Experiencia Digital,https://www.des-madrid.com/agenda-2021-speakers/antonio-mas/,,no disponible,no disponible
39,Antonio Resines,Carmela Produce,Socio,https://www.des-madrid.com/agenda-2021-speakers/antonio-resines/,"Uno de los actores españoles más queridos y reconocidos, con más de 39 años de carrera como actor de cine, teatro y televisión, con 79 películas y 10 series en su haber. Fue presidente de la Academia de las Artes y las Ciencias Cinematográficas de España y ganador de un premio Goya a la mejor interpretación masculina protagonista. Además, es socio de Carmela Produce, agencia de creación y producción de contenido para marcas, siempre relacionando el entretenimiento con el talento creativo.",https://www.linkedin.com/in/antonio-resines/,TW no disponible
40,Antonio Román,Banco Santander,Director Comercial Santander España,https://www.des-madrid.com/agenda-2021-speakers/antonio-roman/,BA in Economics by Complutense University in Madrid and MBA by Drake University of Iowa.,no disponible,no disponible
41,Antonio Valenzuela Sánchez,Mox,Cofundador,https://www.des-madrid.com/agenda-2021-speakers/antonio-valenzuela-sanchez/,"Starting in 2016 in the Startup world, I co-founded Mox, a technology platform that completely solves the entire logistics process of a company. Digitalization of processes, optimization of resources through technology and scalability are the pillars of Mox.",https://www.linkedin.com/in/antonio-jos%C3%A9-valenzuela-s%C3%A1nchez-699235162/,TW no disponible
42,Arantxa Hernando,Arval,Director of Business Transformation y Customer Experience,https://www.des-madrid.com/agenda-2021-speakers/arantxa-hernando/,"Mentoring and service culture passionate, Arantxa is Director of Business Transformation and CX in Arval Service Lease, a BNP Paribas Group Company. Since 2014 she has been devoted to transformation and strategic project management. With a technology background, she started her carreer in Accenture and as CIO. Currently she combines her responsibility with volunteering oriented to professional inmmersion for people in exclussion risk, mentoring and lecturing in Bussiness Schools.",https://www.linkedin.com/in/arantxahernando/,TW no disponible
43,Arcadio García de Castro,Qube Technology Park,Board Member,https://www.des-madrid.com/agenda-2021-speakers/arcadio-garcia-de-castro/,,no disponible,no disponible
44,Asier Gonzalez Linaza,Santander,Director Productos Empresas,https://www.des-madrid.com/agenda-2021-speakers/asier-gonzalez-linaza/,"Industrial Engineer from the Escuela Técnica Superior de Ingenieros Industriales y de Telecomunicaciones de Bilbao. Asier has more than 20 years of experience in the Banking sector, holding different positions of responsibility. First in the field of Structured Financing for SCIB, being Head of Syndicated Loans Iberia in Santander Spain. He is currently the Director of Products for Business in Santander Spain",https://www.linkedin.com/in/asier-gonzalez-linaza-64722258/,TW no disponible
45,Avinash Sukhwani,Payflow Digital SL,Co-founder,https://www.des-madrid.com/agenda-2021-speakers/avinash-sukhwani/,"I am Avinash, a former BCG consultant that studied Mechanical Engineering at the University of Cambridge and at MIT. I am now happily leading Payflow with Benoit Menardo. We are a Rocket Internet backed venture with a mission of increasing financial resilience to Spaniards by bringing them their Salary-on-demand (Payflow), financial education (Learnflow) and a gamified Savings feature (Saveflow). Because managing money is not easy, we made it intuitive for everyone. ",https://www.linkedin.com/in/avinash-sukhwani/,TW no disponible
46,Barbara Quesada,Microsoft ,"Audience Marketing Manager Microsoft Advertising, Southern Europe",https://www.des-madrid.com/agenda-2021-speakers/barbara-quesada/,"Más de 8 años de carrera en Microsoft gestionando proyectos de marketing digital, eventos de marca y gestión de las comunicaciones. ",aka.ms/BarbaraQuesada,TW no disponible
47,Beatriz Delgado Reimúndez,Aircall,Engineering Director / Head of Aircall Office in Madrid,https://www.des-madrid.com/agenda-2021-speakers/beatriz-delgado-reimundez/,"A strong professional with over 18 years of experience in software engineering services, managing and directing with a solid technical background. Experience in the payment market as well as in cloud services oriented to communication, and always looking for new challenges and products which help companies to grow in the digital era.",https://www.linkedin.com/in/beatriz-delgado-reimúndez-3067424/,TW no disponible
48,Beatriz Manrique,Roche Farma,Talent Innovation and Transformation Head,https://www.des-madrid.com/agenda-2021-speakers/beatriz-manrique/,"Experienced Human Resources Director and Coach, deploying agile methodologies and focusing on culture transformation. Adding value to organisations via human capital management, being a change agent and a solid strategy contributor. I’ve led digital and agile transformations in companies such as LVMH Spain and Roche Pharma Spain. Always learning and willing to share what I’ve learnt so far.",https://www.linkedin.com/in/beatrizmanrique/,https://twitter.com/@BeatrizManFer
49,Begoña Cristeto,KPMG en España,"Socia responsable de Automoción, Industria y Química",https://www.des-madrid.com/agenda-2021-speakers/begona-cristeto/,,no disponible,no disponible
50,Begoña Villacís,Ayuntamiento de Madrid,Vicealcaldesa,https://www.des-madrid.com/agenda-2021-speakers/begona-villacis/,,no disponible,no disponible
51,Ben Evans,KPMG en España,Director de Digital Business,https://www.des-madrid.com/agenda-2021-speakers/ben-evans/,,no disponible,no disponible
52,Benoit Menardo,Payflow,Co-founder,https://www.des-madrid.com/agenda-2021-speakers/benoit-menardo/,"About me, I studied Mechanical Engineering at MIT, and then I did a Master’s degree at Ecole des Mines de Paris. In 2019, I finished my MBA at INSEAD. Throughout all those years I also worked at Bain as a Management Consultor, and I have recently co-founded Payflow, a tech startup with the goal of improving the financial well-being of the employees. I believe I will add a lot of value to DES2021, as my experience throughout this years and at Payflow has been related to Digital Businesses",no disponible,no disponible
53,Bernabé Mohedano,Banco Santander,Marketing Group VP,https://www.des-madrid.com/agenda-2021-speakers/bernabe-mohedano/,,no disponible,no disponible
54,Berta Caro,Tecalis,Directora Corporativa Buen Gobierno & Responsabilidad Tecnológica y Empresarial,https://www.des-madrid.com/agenda-2021-speakers/berta-caro/,"Directora Corporativa en Tecalis, responsable de la revolución tecnológica empresarial que pone a las personas en el centro para crecer, y la Transformación Cultural Empresarial. Miembro de la Asociación Española de Directivos de Responsabilidad Social Empresarial, Agora mundial de Transformative Technologies en WHF, y representante de Tecalis en el Pacto Mundial de las Naciones Unidas (ONU). Ganadora de diversos premios y reconocimientos por las mejores prácticas empresariales y tecnológicas.",https://es.linkedin.com/in/berta-c-90371743,TW no disponible
55,Bhishma Hernández Martínez,Clever Solar Devices,CEO & Founder,https://www.des-madrid.com/agenda-2021-speakers/bhishma-hernandez-martinez/,"He is always looking for new challenges and eager to learn from others. Travel lover, he had the opportunity to work and visit different countries and cultures. He is a very active person and an Innovation passionate. Some time ago, he realized that the O&M in the PV Industry was completely outdated and he decided to challenge himself and create something disruptive, and that’s how Clever Solar Devices was born.",https://www.linkedin.com/in/bhishmahernandez/,TW no disponible
56,Blanca Jordán,Atos Spain,Health and Life Science Consulting Responsible for Southern Europe,https://www.des-madrid.com/agenda-2021-speakers/blanca-jordan/,Blanca Jordan has 20 years of experience working on an IT company. The last 15 she has been devoted to the Healthcare domain. One year ago she moved into the business development area where she is working on making technology a reality for Health and Life Sciences industries with an innovative perspective. Her passion is technology to the service of human well being and health.,https://www.linkedin.com/in/blancajordan/?originalSubdomain=es,https://twitter.com/'@jordan_blanca
57,Borja Balparda de Marco,Data Value Management,CEO & Científico de datos,https://www.des-madrid.com/agenda-2021-speakers/borja-balparda-de-marco/,"My name is Borja Balparda, I am CEO and Data Scientist at Data Value Management company. I am also lecturer of the Big Data Master’s degree at the University of Navarra, member of the Artificial Intelligence and Big Data Institute of the same University and doctor, cum laude, in Econometrics.",https://www.linkedin.com/in/borja-balparda-de-marco-dvm/,TW no disponible
58,Borja González del Regueral,IE University,"Vice Dean, Data Science & Technology",https://www.des-madrid.com/agenda-2021-speakers/borja-gonzalez-del-regueral/,"Prior to pursuing a career at IE University, Dr. Gonzalez del Regueral worked at BP where he led global operations transformation projects, developed innovation strategies for Downstream and Corporate areas of the company. Prior to BP, he worked at Iberdrola in its international expansion, post-merger integrations, and in regulatory strategy for the electricity and natural gas markets. He also founded and managed his own startup focusing on energy efficiency.",https://www.linkedin.com/in/borjaregueral/,https://twitter.com/@borjaregueral
59,Brian Rountree,Glovo,Director of Platform Engineering,https://www.des-madrid.com/agenda-2021-speakers/brian-rountree/,"I’m an experienced technology leader, web developer and consumer products builder. I am passionate about product development, people, teams, developer happiness, data visualization and mentoring people.",https://www.linkedin.com/in/brianrountree/,TW no disponible
0,Carles Solé,Banco Santander,CISO,https://www.des-madrid.com/agenda-2021-speakers/carles-sole/,,no disponible,no disponible
1,Carlos Alberto Pan Bermudez,Denodo,CTO,https://www.des-madrid.com/agenda-2021-speakers/carlos-alberto-pan-bermudez/,"Alberto Pan is Chief Technical Officer and Executive VP at Denodo. He has led Product Development tasks for all versions of the Denodo Platform, the flagship Data Virtualization product by Denodo . He has authored more than 25 scientific papers in areas such as data virtualization, data integration and web automation.",https://www.linkedin.com/in/alberto-pan-513813/,https://twitter.com/@AlbertoApan
2,Carlos Bort,Smart Protection,Head of Data Science,https://www.des-madrid.com/agenda-2021-speakers/carlos-bort/,"Carlos Bort is Head of Data Science at Smart Protection, where he and his teams create algorithms to fight digital piracy and counterfeits. Actuary and statistician, most of his career was about creating, scaling and making profitable Data Science departments (Netquest & Smart Protection) and Data Companies (Xplore.Ai, Shalion & Sibilare).",https://www.linkedin.com/in/carlosbort/,TW no disponible
3,Carlos Fernandez Guerra,Iberdrola,Director Digital & Social Media,https://www.des-madrid.com/agenda-2021-speakers/carlos-fernandez-guerra/,"During a decade, I had the priviledge to build the Digitalization of communication at Spanish Policía (Policía 2.0, Wold leader on Social Media) and now I have with my team a great global project: leading the renewables and green way of life from the Iberdrola’s digital comms. and branding. In the last 4 years, Iberdrola has achieved the best Spanish company on Social Media and is one of the great energy international references through its digital contents, actions and campaigns.",https://www.linkedin.com/in/carfergue/,https://twitter.com/@carfergue
4,Carlos Gómez González,The Valley,Cofounder & partner,https://www.des-madrid.com/agenda-2021-speakers/carlos-gomez-gonzalez/,"Digital believer. Digital entrepreneur (The Valley, eThink, ElDesmarque,…) Digital advisor. Former COO Carat & CMO Unidad Editorial digital (elmundo.es, marca.com, expansión.com,…).",https://www.linkedin.com/in/gomezgonzalez/,TW no disponible
5,Carlos Jacoste Rodriguez,Discoolverworld ,CEO,https://www.des-madrid.com/agenda-2021-speakers/carlos-jacoste-rodriguez/,"Carlos is an entrepreneur specialized in innovative project development focused on startups. Co-founder of Spanish startups, one of the main entrepreneur communities has participated in strategic consultancy with startups as Playtomic or Woonivers. Currently is Co-founder and CEO of discoolver the platform that helps digitalization for regions, local business reactivation, and help users to find the best recommendations through innovative tools.",https://www.linkedin.com/in/carlosjacoste/,TW no disponible
6,Carlos Jesús Bernardos Cano,5TONIC,ViceChair,https://www.des-madrid.com/agenda-2021-speakers/carlos-jesus-bernardos-cano/,"Dr. Carlos J. Bernardos received a Telecommunication Engineering degree in 2003, and a PhD in Telematics in 2006, both from the University Carlos III of Madrid, where he worked as a research and teaching assistant from 2003 to 2008 and, since then, has worked as an Associate Professor. His research interests include IP mobility management, network virtualization, cloud computing, vehicular communications and experimental evaluation of mobile wireless networks.",https://www.linkedin.com/in/carlos-j-bernardos-4527635/,https://twitter.com/@cjbernardos
7,Carlos Ochoa,President of VR/AR Association Madrid Chapter,Founder & CEO of One Digital Consulting,https://www.des-madrid.com/agenda-2021-speakers/carlos-ochoa/,"President of VRARA Madrid Chapter, Co-Chair of Education Committee, Immersive Learning Founding Member, ICICLE X-Reality for Learning and Performance Augmentation SIG. Founder and CEO of ONE Digital Consulting, Engineer and MBA from Babson College, Degree by Maryland University in Innovation and Entrepreneurship. More than 30 years’ experience leading international organizations (SIEMENS, Sagentia, Altran). Author of eBook “Best Practices in VR/AR in Education”.",https://www.linkedin.com/in/carlosjochoa/,https://twitter.com/@CarlosJOchoaFer
8,Carlos Ramalho,Carat,Strategy & Insights Lead,https://www.des-madrid.com/agenda-2021-speakers/carlos-ramalho/,,https://www.linkedin.com/in/carlosramalho/,TW no disponible
9,Carlos Rodríguez,Hyland Software,Account Executive Southern Europe,https://www.des-madrid.com/agenda-2021-speakers/carlos-rodriguez/,Account Executive – Southern Europe,https://www.linkedin.com/in/carlosrl/,https://twitter.com/@CarlosRod_73
10,Carlos Sentís Mejide,World Innovation Alliance,CEO & Founder,https://www.des-madrid.com/agenda-2021-speakers/carlos-sentis-mejide/,World Impact Alliance Founder and Henkuai – 中西互利  West China Relations CEO. World Economic Forum Global Shaper and Artificial Intelligence World Society Young Leader.,no disponible,no disponible
11,Carme Artigas,Gobierno de España,Secretaria de Estado de Digitalización e Inteligencia Artificial,https://www.des-madrid.com/agenda-2021-speakers/carme-artigas/,,no disponible,no disponible
12,Carmen Álvarez Villar,Digital Marketing Consultant,Digital Marketing Consultant,https://www.des-madrid.com/agenda-2021-speakers/carmen-alvarez-villar/,Carmen has worked for the telecommunication sector for over 20 years in the areas of Marketing and Sales in projects at a national and international level. She has developed and implemented strategies with impact on the business that facilitates its growth. Passion about technology and how improves our life. ,https://www.linkedin.com/in/carmen-alvarez-villar/,TW no disponible
13,Carmen Extremera Aguilar,aFinance,People & Culture Director,https://www.des-madrid.com/agenda-2021-speakers/carmen-extremera-aguilar/,"Large experience in People, Organization &Culture as Director in Inditex ( Massimo Dutti) by 20 years being part of the internationalitation and expansion of the brand in more than 40 countries and as HR advisor for different companies with focus in Employee Experience. Recently as People & Culture Director in Grupo aFinance , dedicated to the real estate & financial sector with a huge plan of expansion.",https://es.linkedin.com/in/carmenextremera,https://twitter.com/@carmeneabcn
14,Caroline Arrú de Caveda,Grupo Iskaypet,CMO & CCO,https://www.des-madrid.com/agenda-2021-speakers/caroline-arru-de-caveda/,"My passion for building trusting relationships with customers and my global business vision are the driving forces behind a progressive career of + 16 years leading Marketing, Digital & CRM departments under the Customer Experience focus. Define and drive commercially sound omnichannel Marketing, Digital, CRM and Customer Experience strategies that optimize sales, profit and customer experience. My expertise in customer-centric strategies has driven the growth and sales.",https://linkedin.com/in/carolinearru,TW no disponible
15,César Cid,Service Now,"Area Vice President Solution Consulting, South EMEA",https://www.des-madrid.com/agenda-2021-speakers/cesar-cid/,,no disponible,no disponible
16,César Tello Pozo,Adigital,Director General,https://www.des-madrid.com/agenda-2021-speakers/cesar-tello-pozo/,César Tello es director general de la Asociación Española de la Economía Digital (Adigital).,no disponible,no disponible
17,César Velasco,Novartis,Head of Innovation,https://www.des-madrid.com/agenda-2021-speakers/cesar-velasco/,,no disponible,no disponible
