,nombre,company,cargo,más info,speaker_bio,url_linkedin,url_TW
17,Mikel Lekaroz,Adbibo by Next14,CEO,https://www.des-madrid.com/agenda-2021-speakers/mikel-lekaroz/,"Since 1996 working on the internet, ISPs, services, advertising, programmatic, data, adtech.",https://www.linkedin.com/in/mikellekaroz/,https://twitter.com/@mlekaroz
18,Milagros Moreno Esteso,Customer Projects,Partner,https://www.des-madrid.com/agenda-2021-speakers/milagros-moreno-esteso/,"She has developed her professional career in the Financial and Telecommunications sectors, specifically in Vodafone Spain where she has held the positions of Quality Service and Customer Experience Director, among others.",https://www.linkedin.com/in/milagrosmorenoesteso/,TW no disponible
19,Mireia Ranera,INCIPY,VP & HR Digital Transformation,https://www.des-madrid.com/agenda-2021-speakers/mireia-ranera/,"Digital innovation expert with over 25 years experience in fields of Digital Transformation in HR, Digital Internal Communications, Digital Employer Branding & Digital Workplace. Co-founder of various companies as INCIPY, Digital Transformation, INESDI -Digital Business School, WOMENALIA.COM… It was for 10 years Marketing Manager of Adigital (Spanish Association of Digital Economy). Lecturer and speaker at various forums and events on digital economy.",https://www.linkedin.com/in/mireiaranera/,https://twitter.com/@mranera
20,Mónica de Francisco,Siemens,Head of Digital Services - Smart Infrastructure,https://www.des-madrid.com/agenda-2021-speakers/monica-de-francisco/,"Experienced in management positions in multinational environments. Skilled in Business Management, Strategic Planning, Sales, Operations and International Business. People-centered leadership to drive Strategy and Cultural Transformation. Now Head of Digital Services for Smart Infrastructure in Spain and Head of Enterprise Business West Europe. EJECON founding partner.",https://www.linkedin.com/in/monicadefrancisco/,https://twitter.com/@MnicadeFrancisc
21,Myriam Alcaide Menéndez,Eje&amp;Con,"Diversity & Inclusion Strategic Advisor, former Vice President at JPMorgan",https://www.des-madrid.com/agenda-2021-speakers/myriam-alcaide-menendez/,"Diversity, sustainability & digitalization are pillars for social transformation.",https://www.linkedin.com/in/myriamalcaide,https://twitter.com/@AlcaideMenendez
22,Nancy Vega,Eje&amp;Con,Director Industries at CIMPA Spain & Portugal. A Sopra Steria Company,https://www.des-madrid.com/agenda-2021-speakers/nancy-vega/,"EJE&CON member. Director of CIMPA PLM Industries (Spain & Portugal), a SOPRA STERIA company.",https://www.linkedin.com/in/nancyvegag/,https://twitter.com/@Nancy_VegaG
23,Nanes Martinez-Arroyo,DEC,Director,https://www.des-madrid.com/agenda-2021-speakers/nanes-martinez-arroyo/,"After finishing a Tourism Degree at Manchester Metropolitan University, Nanes started working in the pharma Industry in Madrid for more than 12 years. In 2014 joined DEC a new challenge she is very proud of. Her hard work together with her MBA degree allowed her to become the Director of the Association. Reconciling work and family life is difficult, but it can be achieved with effort, dedication, organization, passion and above all good colleagues.",www.linkedin.com/in/nanes-martínez-arroyo,TW no disponible
24,Natalia Arizcuren,Zambon Iberia,"People, Digital Transformation and Communication Director",https://www.des-madrid.com/agenda-2021-speakers/natalia-arizcuren/,Expertise and extensive experience in leading cultural and digital transformation projects as well as M&A encouraging and motivating people to take on challenges. I have more than 20 years of professional experience working in multinationals with diverse company profiles mostly in the pharmaceutical sector. A thorough working knowledge of both business and people management. AQ Award for the best HR Director in Spain 2018.,https://www.linkedin.com/in/arizcuren?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base_contact_details%3BN0xruCcnS0OlRqc8NVCG4g%3D%3D,https://twitter.com/@narizcuren
25,Noelle Cajigas,KPMG en España,Socia responsable de Mercados,https://www.des-madrid.com/agenda-2021-speakers/noelle-cajigas/,"BA (Hons) European Business Administration (E-4) by ICADE. Joined KPMG Spain as partner Capital Markets in 2016 to set up a team to advise clients in access to equity and debt. In 2018 she was appointed Head of Markets becoming head of commercial strategy and business development; since then member of the Exec Com and Partner Board. In 2020 she set up the Smart Recovery Hub, a multidisciplinary team of +100 professionals tasked with advising clients with regards to the Next Generation EU program",no disponible,no disponible
26,Nuria Torrijos Lledó,CEOE Campus ,Responsable Línea Digital,https://www.des-madrid.com/agenda-2021-speakers/nuria-torrijos-lledo/,"Combination of consulting, business, and technology skills.",https://www.linkedin.com/in/ntorrijos/,TW no disponible
27,Olalla Novoa Ojea,Prodigioso Volcán,Voice Strategy Lead,https://www.des-madrid.com/agenda-2021-speakers/olalla-novoa-ojea/,"As a journalist and project manager specialized in digital communications and content creation, I lead Prodigioso Volcan’s audio content projects, as well as our annual Audio Report on voice products and audio consumer behavior in Spain. ",https://www.linkedin.com/in/olallanovoa/,https://twitter.com/@olallanovoa
28,Olga Fidalgo,KPMG en España,Socia Responsable Life Sciences,https://www.des-madrid.com/agenda-2021-speakers/olga-fidalgo/,"Como experta en desarrollo de negocio, gestión de portafolio y estrategias de posicionamiento y optimización de la cadena de valor, cuenta con una visión integral del negocio de una farmacéutica lo que le permite acercarse a los clientes del ámbito de Ciencias de la Salud con otra perspectiva.",no disponible,no disponible
29,Oriol Pàmies,Queer Destinations,CEO,https://www.des-madrid.com/agenda-2021-speakers/oriol-pamies/,"Oriol Pamies is a serial entrepreneur, LGBTQ+ activist and internationally published author. His background comes from technology, marketing, events, and tourism. For over 10 years, his businesses have always been connected to the LGBTQ+ community, always looking to find the intersection between business and activism. He is a board member of the International Gay and Lesbian Travel Association (IGLTA).",https://www.linkedin.com/in/oriolpamies/,https://twitter.com/@oriolpamies
30,Oscar Cortes,Ayuntamiento de Madrid,Coordinador Comunicación Digital,https://www.des-madrid.com/agenda-2021-speakers/oscar-cortes/,"D. in Law and Industrial Engineering with management training at ESADE and IESE. I am a professional with 20 years of experience leading public strategies. I currently lead the digital communication of the Madrid City Council. I have been advisor to the Minister of Justice between 2014 and 2018 in digital transformation. Lecturer in different business schools and universities, I lead the research of the Observatory for the Transformation of the Public Sector ESADE-PWC.",https://www.linkedin.com/in/ocortes/,https://twitter.com/@oscarcortes
31,Oscar Fajardo,Author of the book 'INSATISFICCIÓN',"Writer, Essayist and Thinker",https://www.des-madrid.com/agenda-2021-speakers/oscar-fajardo/,"In 2020 he published Dissatisfiction. How fictitious needs create fictitious dissatisfactions. He has worked for more than 20 years in the business world where he has held positions of responsibility in Marketing and Business Management. He address multiple knowledge that ranges from anthropology, sociology or psychology to economics, politics and communication that allows him to offer a broad and original perspective on the different realities that currently surround the business environment. ",https://www.linkedin.com/in/oscarfajardo/,https://twitter.com/@scarFajardoRod1
32,Óscar García Roca,T-Systems,Head of Utilities/Oil&Gas Business Unit,https://www.des-madrid.com/agenda-2021-speakers/oscar-garcia-roca/,Licenciado en Ciencias Económicas y Empresariales e Ingeniero Informático con Postgrado en Comunicaciones. Profesional experto en Proyectos de Transformación con más de 20 años de experiencia.,no disponible,no disponible
33,Oscar Herencia Rodrigo,MetLife Europe Sucursal en España,VP South Europe and General Manager Iberia,https://www.des-madrid.com/agenda-2021-speakers/oscar-herencia-rodrigo/,2007-CEO of the Portuguese subsidiary. 2012-CEO of MetLife in Iberia. 2019-VP for South of Europe. MetLife Holding Company Board member. CEO of the year 2015. Customer experience executive in 2019. Education: Organizational Management by HBS. Leadership by INSEAD. Management by IESE. Change Management by Cornell. ,https://www.linkedin.com/in/oscar-herencia/,https://twitter.com/@OHerencia
34,Osmar Polo,T-Systems,Managing Director and Chairman of the Board,https://www.des-madrid.com/agenda-2021-speakers/osmar-polo/,,no disponible,no disponible
35,Otto F. Wagner,KPMG,"Technology Leader ~ Digital Business, Data Analytics & IA",https://www.des-madrid.com/agenda-2021-speakers/otto-f-wagner/,"Technology Leader en KPMG y Economista Colegiado (CEMAD 26595), especializado en comportamiento del consumidor y marketing, con masters en Deep Learning, Marketing y Finanzas.",https://www.linkedin.com/in/ottofwagner/,TW no disponible
36,Pablo Camba,T-Systems,Expert Sales Healthcare,https://www.des-madrid.com/agenda-2021-speakers/pablo-camba/,"Pablo is graduated in Biochemistry, Health Biology and Computer Science, with both Master Degree in Software Engineering and IT management for healthcare, also coursed a Business Management and Administration program. He is actually working as Director for Telekom, supporting both public and private Spanish Healthcare Organizations to implement Digital Health Services to obtain better results.",https://es.linkedin.com/in/pablocamba,TW no disponible
37,Pablo Corman,Personio,Senior SDR Spain,https://www.des-madrid.com/agenda-2021-speakers/pablo-corman/,,no disponible,no disponible
38,Pablo de la Puente Mora-Figueroa,Gestamp,CIO,https://www.des-madrid.com/agenda-2021-speakers/pablo-de-la-puente-mora-figueroa/,"Chief Information Officer at Gestamp, with responsibilities in 22 countries",no disponible,no disponible
39,Pablo Gago,Room Mate Group,Global Chief Strategy & Innovation Officer,https://www.des-madrid.com/agenda-2021-speakers/pablo-gago/,,no disponible,no disponible
40,Pablo Monge,Globant,Head of Marketing and Digital Sales Studio EMEA,https://www.des-madrid.com/agenda-2021-speakers/pablo-monge/,"Head of Digital Sales, Digital Marketing and Customer Experience for EMEA region at Globant, the leading company in digital and cognitive transformation solutions.With more than 7 years of experience in Digital Strategy, Pablo is specialized in Data-Driven Marketing. Throughout his career in Media Agencies and in Management Consulting, he has worked for top-tier clients in various industries such as telecommunications, retail, banking, energy, automotive, travel, insurance or media.",https://www.linkedin.com/in/pablomonge/,https://twitter.com/@PabloMongePerez
41,Pablo Montoliu,AON,CIIO,https://www.des-madrid.com/agenda-2021-speakers/pablo-montoliu/,Executive with 20+ years international experience in Information Technology (IT) Management. 360º business view on Cybersecurity for C-level and Boards. Applying innovation to enable business evolution (commonly known as transformation).,https://www.linkedin.com/in/pablomontoliu/,https://twitter.com/@MontoliuPablo
42,Paloma Cabello,HG Beyond Materials Science,President Board of Directors,https://www.des-madrid.com/agenda-2021-speakers/paloma-cabello/,20 yrs career in VC and Alternative Investment at International Investment Funds. Judge in MIT Business Plan Competitions in Europe and Latam. First European member of the MIT Enterprise Forum Global Advisory Board. Associate Professor in the IEB-Wharton-LSE-CUHK Masters in International Finance. Angel Investor.,https://www.linkedin.com/in/palomacabello/,https://twitter.com/@palocabello
43,Patricia Yuste,Making Science,Digital Marketing Services Director,https://www.des-madrid.com/agenda-2021-speakers/patricia-yuste/,"Patricia Yuste is Digital Marketing Services Director at Making Science. She has been working for more than 15 years in the digital transformation of companies such as Cuca, Legálitas, Universidad Europea or AbbVie, developing in them different functions, but always related to marketing and digital transformation. Currently, Yuste directs the 360 campaigns strategy and leads a team of more than 120 people who manage digital strategies.",https://www.linkedin.com/in/patriciayustearenillas/?originalSubdomain=es,TW no disponible
44,Paula Albaladejo Cañedo-Argüelles,JLL,Head of Project and Development Services Southern Europe,https://www.des-madrid.com/agenda-2021-speakers/paula-albaladejo-canedo-arguelles/,"Paula leads the JLL Projects and Development Services area in the Southern Cluster.​ Her responsibilities include providing end-to-end integrated development management to clients, with a multidimensional approach that combines urban, commercial and technical advisory in order to add sustainable value to the RE. She has been involved in some of the most relevant regeneration projects of portfolios, buildings and urban areas in the last years.​",https://www.linkedin.com/in/paula-albaladejo-856a4540/,TW no disponible
45,Paula Conti Lansac,Mirakl,Marketplace Strategy Southern Europe,https://www.des-madrid.com/agenda-2021-speakers/paula-conti-lansac/,Profesional con extendida experiencia nacional e internacional en el ámbito de la tecnología aplicada a la innovación y adopción de nuevos modelos de negocio tanto en grandes corporaciones como en pequeña y mediana empresa.,https://www.linkedin.com/in/paulacontilansac/,TW no disponible
46,Pedro Fernández,ClearChannel,Marketing & Product Director ,https://www.des-madrid.com/agenda-2021-speakers/pedro-fernandez/,"Working in Ooh Industry for almost 20 years, pasionate about this media and comimited to Clear Channel’s mission: Creating the future of Media.",no disponible,no disponible
47,Pilar Blasco,Nuance Communications,Marketing Manager Southern Europe,https://www.des-madrid.com/agenda-2021-speakers/pilar-blasco/,"Pilar is an International Marketing Manager with 8 years of experience in Marketing and Sales working for software companies specialized in Conversational AI and Biometrics technologies. Since 2016 she is the Marketing Manager for Southern Europe at Nuance Communications, responsible of the marketing strategy and execution plans for the entire Nuance solutions portfolio. ",https://www.linkedin.com/in/pilar-blasco-arranz-93196729/,TW no disponible
48,Pol Cervera Infantes,Exheus,Co-founder & COO,https://www.des-madrid.com/agenda-2021-speakers/pol-cervera-infantes/,Serial disruptor and change catalyst with fear of spiders.,https://www.linkedin.com/in/polcervera/,https://twitter.com/@CerveraPol
49,Rafael del Castillo Ionov,Stocken Capital,CEO,https://www.des-madrid.com/agenda-2021-speakers/rafael-del-castillo-ionov/,"Rafael del Castillo Ionov (Ph.D., MBA, MCIArb) is a lawyer with a wide international professional and academic experience in financial regulation. Founder of Stocken Capital, the first legally compliant equity tokenization project in Spain. Corresponding Fellow of the Spanish Royal Academy of Jurisprudence and Legislation and Coordinator of the Centre for Financial Markets Law at Universidad CEU San Pablo. Published the first book on legal aspects of ICOs and tokenization in Spanish language. ",https://www.linkedin.com/in/rafaeld4/,TW no disponible
50,Rafael Fernández,Ferrovial,Innovation and Digital Strategy Director,https://www.des-madrid.com/agenda-2021-speakers/rafael-fernandez/,"He is Telecommunications Engineer by the Deusto University, PDD by IESE and GMP by ESADE.",no disponible,no disponible
51,Rafael Fernandez Campos,CDO Club,President,https://www.des-madrid.com/agenda-2021-speakers/rafael-fernandez-campos/,President Chief Data Officer Club Spain & LATAM. Chief Data Officer Bankia. Author El Valor del Dato.,https://www.linkedin.com/in/rafael-fernandez-campos/,TW no disponible
52,Rafael López-Galiacho,sin cargo,President,https://www.des-madrid.com/agenda-2021-speakers/rafael-lopez-galiacho/,,no disponible,no disponible
53,Rafael Magaña Villar,Mazinn,CEO,https://www.des-madrid.com/agenda-2021-speakers/rafael-magana-villar/,"I am a young entrepeneur that has always been driven by challenge and growth. I am passionate about rethinking the way brands participate in our culture and how they impact society. In the last years this passion has come in the form of Mazinn, a company that was built to connect brand to Gen Z.",https://www.linkedin.com/in/rafa-maga%C3%B1a-villar-b1798b12b/,TW no disponible
54,Rafael Martínez,Carat,Programmatic Lead,https://www.des-madrid.com/agenda-2021-speakers/rafael-martinez/,,no disponible,no disponible
55,Rafael Sánchez Aparicio,Sacyr Environment,Dir. Departamento Tratamiento de Residuos Valoriza Medioambiente,https://www.des-madrid.com/agenda-2021-speakers/rafael-sanchez-aparicio/,"Bachelor of CC. Biologics, Esp. Environmental Biology. MBA and SMP (Enterprise Institute). Since 2000 developing waste management contracts and municipal services, participating in project cycle (bidding and execution). I have experience in financing, operation and management of public sector contracts. Energy Recovery, cogeneration, selection and recovery of materials. Also developed private initiatives for other waste streams and market secondary raw materials.",https://www.linkedin.com/in/rafaelsanchez74/?originalSubdomain=es,TW no disponible
56,Ramon Hurtado,Intercruises,Transformation & Global Operations Strategy Manager,https://www.des-madrid.com/agenda-2021-speakers/ramon-hurtado/,"Ramon Hurtado has worked in the cruise industry for over 20 years, including more than 10 years with Intercruises Shoreside & Port Services.",https://www.linkedin.com/in/ramonhurtado/,TW no disponible
57,Rebeca Lopez Hernández,Tech Friendly,Director of Strategy & Sustainable Urban Development,https://www.des-madrid.com/agenda-2021-speakers/rebeca-lopez-hernandez/,"Sensible, focused, disciplined, methodological and open data minded. At TECH friendly I lead the Department of Strategy & Sustainable Urban Development, committed to helping towns and cities move towards innovation and competitiveness from a comprehensive and inclusive perspective, and under a territorial planning model inspired by the principles of sustainable development. I believe in plural, accessible, efficient and integrated urban communities.",https://www.linkedin.com/in/rebecalopezhernandez/,TW no disponible
58,Rebeca Pérez,Invertis ,CEO & Founder,https://www.des-madrid.com/agenda-2021-speakers/rebeca-perez/,"CEO & Founder for Inviertis, first market place of rented properties in Europe. Spanish Woman Proptech 2019. ",https://www.linkedin.com/in/dualrebeca/,https://twitter.com/@dualrebeca
59,Reyes Justribo Ferrer,IAB Spain,Directora General ,https://www.des-madrid.com/agenda-2021-speakers/reyes-justribo-ferrer/,"Developed her career in the Marketing and Commercial areas working for DDB Madrid, Nokia as Marketing Manager and then General Manager for Iberia, and Microsoft as responsible for the Telefonica Global Account. Reyes has worked and lead multi-cultural & multi-national teams in Europe and Latam and it’s a passionate of people, marketing and digital.",https://twitter.com/@ReyesJustribo,TW no disponible
0,Ricardo Castrillo Pelaz,Ferrer,General Manager,https://www.des-madrid.com/agenda-2021-speakers/ricardo-castrillo-pelaz/,"Ambitioning to make a positive impact in society. Convinced digital is building bridges to get people closer. After more than 20 years in Pharma Business I’m convinced we’re living a crucial turning point in our industry. I’m sure our people, our talent supported by the tech will reshape the way we operate. Loving to learn from/with others and collaborate with the ecosystem. Beyond our activity, technology will help people and industries to secure a liveable planet.",https://www.linkedin.com/in/ricardocastrillo/,https://twitter.com/@rcastrpe7
1,Ricardo Sánchez,Cintra,Global Head of Technical Services and Innovation ,https://www.des-madrid.com/agenda-2021-speakers/ricardo-sanchez/,,no disponible,no disponible
2,Roberto Torres,Isobar,Head of Creative Technology,https://www.des-madrid.com/agenda-2021-speakers/roberto-torres/,"Passionate about digital and the possibilities that the new technologies bring to creative process and communication, with strong and practical knowledge of trends and technology. Roberto isn’t Creative Director, isn’t Copywriter, isn’t Engineer, neither Programmer. However, he drives innovation and develop agency’s technological capabilities. This may mean be a Creative Technologist, don’t you think?",https://www.linkedin.com/in/roberto-torres-23401039/,TW no disponible
3,Rodrigo Tilve,Comunidad de Madrid,Viceconsejero de Economía y Competitividad,https://www.des-madrid.com/agenda-2021-speakers/rodrigo-tilve/,,no disponible,no disponible
4,Romina González Galetto,Hootsuite,Regional Manager,https://www.des-madrid.com/agenda-2021-speakers/romina-gonzalez-galetto/,"Romina is Regional Manager for Hootsuite, where she helps organizations develop strategic approach to digital transformation through the use of Hootsuite and its partner offerings. Previously, Romina was Sales Director Europe in the software technology, performance networks and digital agencies such as CPRA, RedMedia and BuzzParadise (Vanksen Group).",https://www.linkedin.com/in/rominagonzalezgaletto/,https://twitter.com/@romina_galetto
5,Rosa María Serrano,DLTCode,Head of Cyber Law and Data Protection,https://www.des-madrid.com/agenda-2021-speakers/rosa-maria-serrano/,"Lawyer, expert in legal and regulatory compliance and essential part of DLTCode providing the necessary legal tools for compliance with ENS, RGPD / GDPR / LOPD-GDD, LSSI-CE, NIS and other laws applicable to each organization in particular. Speaker of CCN-CERT 2020",https://www.linkedin.com/in/rm-serrano/,TW no disponible
6,Rosa Narváez,Iberia,Omnichannel & Cognitive CX Lead,https://www.des-madrid.com/agenda-2021-speakers/rosa-narvaez/,"Rosa Narváez has worked designing business strategies and new interaction models for companies such as Coca-Cola, McDonald’s or BBVA. Passionate about tech and innovation, in 2019 she was awarded by NASA in its annual global competition, receiving the “Best Use of Science” award.",https://www.linkedin.com/in/rosanarvaez/,https://twitter.com/@rosamnarvaez
7,Rosa Rodríguez,T-Systems Iberia,Vice President Sales. Board Member,https://www.des-madrid.com/agenda-2021-speakers/rosa-rodriguez/,,https://www.linkedin.com/in/rmrodriguez/,TW no disponible
8,Rosa Sánchez Jiménez,Ayuntamiento de Málaga,"Teniente Alcalde Delegada de Turismo, Promoción de la Ciudad y Captación de Inversiones",https://www.des-madrid.com/agenda-2021-speakers/rosa-sanchez-jimenez/,"Actual Teniente de Alcalde Delegada de Turismo, Promoción de la Ciudad y Captación de Inversiones del Ayuntamiento de Málaga. Profesional con amplia experiencia en Comunicación y Marketing tanto a nivel nacional como internacional. Experta en Gestión de Destinos turísticos, Innovación, Emprendimiento y Transformación Digital. Ha trabajado en empresas como Siemens para la puesta en marcha del proyecto de telefonía móvil de Amena o El Corte Inglés en el Servicio de atención al Cliente.",no disponible,no disponible
9,Rosario Ortiz de la Orden,Adalab,Co-Founder & COO,https://www.des-madrid.com/agenda-2021-speakers/rosario-ortiz-de-la-orden/,"Cofundadora y COO de Adalab, empresa social dedicada a la formación de mujeres en perfiles tecnológicos, con el objetivo de reducir la brecha de género existente en el sector tecnológico y dotar a las empresas del talento que necesitan. Adalab nació en 2016 y desde entonces ha formado de más de 400 mujeres y más de 160 empresas han apostado por el talento de sus alumnas. ",https://www.linkedin.com/in/rosario-ortiz-delaorden/,https://twitter.com/@Adalab_Digital
10,Rufino Pérez,NH Hoteles,COO & Global Transformation Leader,https://www.des-madrid.com/agenda-2021-speakers/rufino-perez/,"Having developed most of his professional career within the hotel industry, Rufino Pérez is a passionate hotelier, recognized for his strategic and innovate vision. He joined NH Hotel Group in 2013 where he is currently Chief Operations Officer and Global Transformation Leader, responsible for the Company’s worldwide operations and of its Business Transformation Strategy, IT, Engineering and Projects areas. He is a member of NH Hotel Group’s Board. ",https://www.linkedin.com/in/rufino-p%C3%A9rez-fern%C3%A1ndez-a7b76838/,TW no disponible
11,Ruth Hernandez García,ACCIONA,Global Director of HR Operations and Digital Transformation,https://www.des-madrid.com/agenda-2021-speakers/ruth-hernandez-garcia/,"As a Human Resources Executive, I have experience in leading projects to accompany businesses in the most challenging processes of company transformations. Using levers such as organization, analytics, technology and cultural change, during my career I have helped companies at a national and international level to manage people and HR operations to excel in a variety business contexts.",no disponible,no disponible
12,Salva Medina,Valhalla,CEO,https://www.des-madrid.com/agenda-2021-speakers/salva-medina/,,no disponible,no disponible
13,Salvador Bosque,Opentrends,Servant Lead,https://www.des-madrid.com/agenda-2021-speakers/salvador-bosque/,"Salvador made mobile teams grow before the iPhone was born, built enterprise IT architectures and currently his main goal is building a human work culture where people can thrive.With background as transformation agent, six-sigma green belt, digital strategy advisor, enterprise architect and servant lead in soul and spirit, Salvador does not forget that true leadership is not a rank or a position, it is a choice, a choice to look after the persons near us.",https://www.linkedin.com/in/sbosque/?originalSubdomain=es,https://twitter.com/@sbosque
14,Salvador Molina Pérez,Foro ECOFIN - MAD FinTech,Presidente del Clúster Madrid Capital FinTech,https://www.des-madrid.com/agenda-2021-speakers/salvador-molina-perez/,Salvador Molina. Presidente del Foro Ecofin y presidente del clúster Madrid Capital FinTech.,https://www.linkedin.com/in/salvador-molina-20129b12/,https://twitter.com/@SalvaMolina_COM
15,Salvatore Cospito,Datmean,CDTO and Co-founder,https://www.des-madrid.com/agenda-2021-speakers/salvatore-cospito/,"Salvatore Cospito is Co-founder and CDTO of DatMean. Salva has made of his passion his career. His biggest challenge and achievement is now being an entrepreneur in DatMean helping companies to walk hand in hand toward the world of big data providing them an empirical vision of the world of data applied to the companies reality thanks to his business translator profile. President of the Data Commission in IAB Spain, Professor and academic director.",no disponible,no disponible
16,Santiago Colomo Carmona,Lucentia Lab,Responsable Desarrollo de Negocio,https://www.des-madrid.com/agenda-2021-speakers/santiago-colomo-carmona/,"Head of Business Development at Lucentia Lab SL. Spin-off company of the research group of the University of Alicante. A company hyper-specialised in Artificial Intelligence and complex data analysis that provides cutting-edge technological solutions for various sectors. IoT, Block Chain, AI, ML and DL",https://es.linkedin.com/in/scolomo,https://twitter.com/@scolomo
17,Santiago González Izard,Arsoft,CEO,https://www.des-madrid.com/agenda-2021-speakers/santiago-gonzalez-izard/,"PhD in Computer Sciences with more than 8 years of experience leading teams in Virtual and Augmented Reality projects. CEO and Founder of ARSOFT, a company specialized in AR and VR for Industry and Health.",https://www.linkedin.com/in/santiago-gonz%C3%A1lez-izard-arsoft/,TW no disponible
18,Sara Pastor,Twitch,Sales Director,https://www.des-madrid.com/agenda-2021-speakers/sara-pastor/,"Sara Pastor has more than 15 years of experience in the areas of technology, big data, e-commerce and digital advertising. After having worked at ADARA, LivingSocial, Travelzoo, and Cisco Systems, she is currently leading the Twitch Advertising business in Spain. She is a member of the Board of Directors of the ESADE Alumni Digital Club as well as Women Empowerment Club. In 2019, she was awarded the Executive Leader “Revolut Everywoman Award”.",https://www.linkedin.com/in/sarapastor/,https://twitter.com/@SaraPastor_
19,Sara Pedraz,EIT Health,Director of Communications and Public Affairs,https://www.des-madrid.com/agenda-2021-speakers/sara-pedraz/,"Active and diverse leader with senior expertise in healthcare innovation, currently Director of Comms and Public Affairs at EIT Health, the leading network of best-in-class health innovators backed by the EU focused on delivering education, business and research solutions to enable European citizens to live longer, healthier lives. ",https://www.linkedin.com/in/sarapedraz/,TW no disponible
20,Sarah Alonso Vega,STEAM Advocate,"Curiosity Expert, Content Creator & Everything in Between",https://www.des-madrid.com/agenda-2021-speakers/sarah-alonso-vega/,"Sarah is a Spanish-Venezuelan High School Senior living in Madrid. She is an active member of various organizations, including Girl Genius as the LinkedIn Director, TEDx and Technovation initiatives, is a Generation She Ambassador, and has recently been nominated for the Aspiring Teen Global Award 2020 from Women In Tech.",https://www.linkedin.com/in/sarahalonsovega/,https://twitter.com/@SarahAlonsoVega
21,Sebastián Armijos León,E Process Med,Founder,https://www.des-madrid.com/agenda-2021-speakers/sebastian-armijos-leon/,Health need to meet the Technology!,https://www.linkedin.com/in/sebastian-armijos,TW no disponible
22,Sergio González Piñeiro,Ethink,Founder & Product Partner,https://www.des-madrid.com/agenda-2021-speakers/sergio-gonzalez-pineiro/,"Experienced Digital Marketing Professional with a demonstrated history of working in the marketing and advertising industry. Skilled in Digital Strategy, Mobile Advertising, Display Advertising, and Advertising. Strong business development professional, graduated from Universidad Complutense de Madrid.",https://www.linkedin.com/in/sergioglez/,TW no disponible
23,Sergio Martin Herrera,RTVE,Periodista,https://www.des-madrid.com/agenda-2021-speakers/sergio-martin-herrera/,"Ha estudiado Sociología y Comunicación Audiovisual en la Universidad de Salamanca. En RTVE desde 2001, primero en RNE y actualmente en TVE, donde ha sido Director del Canal 24 horas y Online, Director y presentador de Los Desayunos de TVE y Director y presentador de La Noche en 24 horas. Actualmente en Zoom Net, programa de tecnología y cultura digital de TVE.",https://www.linkedin.com/in/sergiomartinherrera/,https://twitter.com/@sergiomartin
24,Sergio Vives,Ironhack,VP Enterprise,https://www.des-madrid.com/agenda-2021-speakers/sergio-vives/,Sergio Vives has over 10 years of experience leading international business development and partnership teams at fast-growing scale-up technology companies always with a clear focus on generating new and innovative revenue opportunities and building scalable sales organizations.,https://www.linkedin.com/in/svives/,https://twitter.com/@sergi_vives
25,Silvia Pajares Avendaño,CEIM,Directora de la Oficina Técnica de Proyectos Europeos,https://www.des-madrid.com/agenda-2021-speakers/silvia-pajares-avendano/,"Responsible for launching an advisory office for projects financing through European direct management programmes and Next Generation funds, as well as guidance in partner searching for them.",https://www.linkedin.com/in/silvia-pajares/,TW no disponible
26,Sofia Kuhnel,KPMG,Head of Learning & Talent Development,https://www.des-madrid.com/agenda-2021-speakers/sofia-kuhnel/,"Soy una apasionada y firme creyente en el desarrollo de las personas. Desde hace 20 años desarrollo mi carrera enfocada a desarrollar y transformar las capacidades de las personas. Desde hace unos años la tecnología se ha incorporado en esta misión de recursos humanos para hacer más rápido y eficiente la atracción, desarrollo y gestión del talento. Imaginar el futuro y traerlo al presente es mi gran aventura.",no disponible,no disponible
27,Sonia Olmos Cabrelles,World Sports Technology,CEO y cofundadora,https://www.des-madrid.com/agenda-2021-speakers/sonia-olmos-cabrelles/,Graduada en Derecho por la Universidad de Valencia y especializada en Derecho Deportivo por INEFC Lleida. El factor humano preside mi misión en el impulso de proyectos transformadores hacia un futuro igualitario a través del deporte y la tecnología.,no disponible,no disponible
28,Stefan Junestrand,Grupo Tecma Red,CEO & Founder,https://www.des-madrid.com/agenda-2021-speakers/stefan-junestrand/,"Stefan Junestrand, PhD Architect, is considered a leading international expert in the areas Smart Cities, Intelligent Buildings, Sustainability and Blockchain. He is the CEO and co-founder of Spain’s leading Editorial Company about Sustainability, Energy and New Technologies for Buildings and Cities. He has published a dozen books and scientific papers and is a frequent Speaker at conferences in Europe, Latin America, and Asia.",https://www.linkedin.com/in/stefanjunestrand/,https://twitter.com/@sjunestrand
29,Stephane de Creisquer,MAN Trucks &amp; Bus Iberia,CEO,https://www.des-madrid.com/agenda-2021-speakers/stephane-de-creisquer/,"With more than 30 years in the automotive indistry, Stephane de Creisquer has experimented many strategic changes in the sector. The roadmap for decarbonization of road transport has started, the EU green deal signed in June 2019 has palced ambitious objectives on manufacturers and all stakeholders should contibute to the ultimate goal. MAN’s group is ready for the change! What should be the impact in our Societies and for the manufacturers’ business model?",https://www.linkedin.com/in/stephane-de-creisquer-83461418/,TW no disponible
